Airline,Route,sentiment_score
Qatar Airways,Bali to New York via Doha,0.831
Emirates,Bali to Newcastle via Dubai,0.7745
Singapore Airlines,Bali to Singapore,0.9538
Singapore Airlines,Bali to Singaporw,-0.8848
Turkish Airlines,Bali to Vilnius via Istanbul,0.8266
Singapore Airlines,Bandar Seri Begawan to Singapore,0.3612
Air France,Bangalore to Amsterdam via Paris,0.9853
Qatar Airways,Bangalore to Berlin via Doha,0.9146
Qatar Airways,Bangalore to Boston via Doha,0.7703
Singapore Airlines,Bangalore to Brisbane via Singapore,0.891
Emirates,Bangalore to Budapest via Dubai,0.9622
Qatar Airways,Bangalore to Copenhagen via Doha,0.836
Qatar Airways,Bangalore to London via Doha,0.9753
Japan Airlines,Bangalore to Los Angeles via Narita,-0.7916
Singapore Airlines,Bangalore to Melbourne via Singapore,0.9735
Qatar Airways,Bangalore to Nice via Doha,-0.7269
Emirates,Bangalore to Rome via Dubai,0.9763
Emirates,Bangalore to San Francisco via Dubai,0.9537
Cathay Pacific Airways,Bangalore to San Francisco via Hong Kong,-0.3716
Qatar Airways,Bangkok to  Gatwick via Doha,-0.9537
Air France,Bangkok to Aberdeen via Paris,-0.9537
Qatar Airways,Bangkok to Abu Dhabi via Doha,0.9643
EVA Air,Bangkok to Amsterdam,0.5859
EVA Air,Bangkok to Amsterdam,-0.9709
Turkish Airlines,Bangkok to Amsterdam via Istanbul,-0.959
Qatar Airways,Bangkok to Atlanta via Doha,0.6522
Korean Air,Bangkok to Atlanta via Seoul,-0.9598
Singapore Airlines,Bangkok to Auckland via Singapore,0.7964
Singapore Airlines,Bangkok to Auckland via Singapore,0.936
Qatar Airways,Bangkok to Baku via Doha,0.9607
Qatar Airways,Bangkok to Berlin via Doha,-0.4097
Turkish Airlines,Bangkok to Berlin via Istanbul,-0.4939
Emirates,Bangkok to Birmingham via Dubai,-0.9581
Cathay Pacific Airways,Bangkok to Boston via Hong Kong,-0.7006
Qatar Airways,Bangkok to Brussels via Doha,0.9569
Qatar Airways,Bangkok to Brussels via Doha,0.0492
Emirates,Bangkok to Brussels via Dubai,0.9903
Qatar Airways,Bangkok to Bucharest via Doha,-0.4193
Qatar Airways,Bangkok to Budapest via Doha,0.9606
Emirates,Bangkok to Cape Town via Dubai,-0.9932
Emirates,Bangkok to Cape Town via Dubai,-0.3481
Cathay Pacific Airways,Bangkok to Chicago via Hong Kong,0.909
Japan Airlines,Bangkok to Chicago via Tokyo,-0.9866
Qatar Airways,Bangkok to Copenhagen via Doha,-0.5789
Qatar Airways,Bangkok to Copenhagen via Doha,0.9716
Qatar Airways,Bangkok to Doha,0.9588
Qatar Airways,Bangkok to Doha,0.6956
Qatar Airways,Bangkok to Doha,0.9951
Qatar Airways,Bangkok to Doha,0.9825
Qatar Airways,Bangkok to Doha,-0.4413
Qatar Airways,Bangkok to Doha,-0.9797
Qatar Airways,Bangkok to Doha,0.9741
Qatar Airways,Bangkok to Doha,0.7269
Qatar Airways,Bangkok to Doha,0.9321
Qatar Airways,Bangkok to Doha,-0.2991
Qatar Airways,Bangkok to Doha,-0.9694
Qatar Airways,Bangkok to Doha,0.8964
Qatar Airways,Bangkok to Doha,-0.7722
Qatar Airways,Bangkok to Doha,0.9949
Qatar Airways,Bangkok to Doha,0.5719
Qatar Airways,Bangkok to Doha,0.9923
Emirates,Bangkok to Dubai,-0.6453
Emirates,Bangkok to Dubai,-0.9406
Emirates,Bangkok to Dubai,0.2937
Emirates,Bangkok to Dubai,0.8458
Emirates,Bangkok to Dubai,0.9718
Qatar Airways,Bangkok to Dublin via Doha,-0.8275
Emirates,Bangkok to Dulles via Dubai,0.8706
Singapore Airlines,Bangkok to Dusseldorf via Singapore,0.9863
Emirates,Bangkok to Düsseldorf via Dubai,0.9625
Qatar Airways,Bangkok to Edinburgh via Doha,0.9771
Qatar Airways,Bangkok to Edinburgh via Doha,0.9552
Qatar Airways,Bangkok to Edinburgh via Doha,0.2134
Qatar Airways,Bangkok to Edinburgh via Doha,0.8484
Qatar Airways,Bangkok to Edinburgh via Doha,0.945
Singapore Airlines,Bangkok to Frankfurt,-0.3998
Qatar Airways,Bangkok to Frankfurt via Doha,0.8807
Qatar Airways,Bangkok to Frankfurt via Doha,0.9551
Qatar Airways,Bangkok to Frankfurt via Doha,-0.1655
Qatar Airways,Bangkok to Frankfurt via Doha,-0.8354
Qatar Airways,Bangkok to Frankfurt via Doha,-0.9567
Emirates,Bangkok to Frankfurt via Dubai,0.8201
Singapore Airlines,Bangkok to Frankfurt via Singapore,0.0923
Qatar Airways,Bangkok to Gatwick via Doha,0.0387
Qatar Airways,Bangkok to Gatwick via Doha,0.6124
Emirates,Bangkok to Glasgow via Dubai,0.3449
Qatar Airways,Bangkok to Hanoi,0.98
Qatar Airways,Bangkok to Helsinki via Doha,-0.8047
Qatar Airways,Bangkok to Ho Chi Minh City,0.8553
Cathay Pacific Airways,Bangkok to Hong Kong,-0.9719
Cathay Pacific Airways,Bangkok to Hong Kong,0.958
Cathay Pacific Airways,Bangkok to Hong Kong,0.6213
Emirates,Bangkok to Hong Kong,0.9428
Cathay Pacific Airways,Bangkok to Hong Kong,-0.9102
Emirates,Bangkok to Hong Kong,-0.6591
Cathay Pacific Airways,Bangkok to Hong Kong,0.9396
Cathay Pacific Airways,Bangkok to Hong Kong,0.5453
Emirates,Bangkok to Hong Kong,-0.9114
Emirates,Bangkok to Hong Kong,-0.3411
Cathay Pacific Airways,Bangkok to Hong Kong,0.9816
Emirates,Bangkok to Hong Kong,0.9033
Emirates,Bangkok to Hong Kong,0.0414
Emirates,Bangkok to Hong Kong,0.9643
Emirates,Bangkok to Hong Kong,0.985
Cathay Pacific Airways,Bangkok to Hong Kong,0.5423
Emirates,Bangkok to Hong Kong,0.9628
Cathay Pacific Airways,Bangkok to Hong Kong,0.6908
Cathay Pacific Airways,Bangkok to Hong Kong,0.9331
Emirates,Bangkok to Hong Kong,0.9968
Cathay Pacific Airways,Bangkok to Hong Kong,0.8968
Cathay Pacific Airways,Bangkok to Hong Kong,0.953
Cathay Pacific Airways,Bangkok to Hong Kong,0.128
Cathay Pacific Airways,Bangkok to Hong Kong,0.9568
Turkish Airlines,Bangkok to Houston via Istanbul,-0.6248
Japan Airlines,Bangkok to Houston via Tokyo,0.9708
All Nippon Airways,Bangkok to Houston via Tokyo,0.9864
Turkish Airlines,Bangkok to Istanbul,-0.2263
Turkish Airlines,Bangkok to Istanbul,0.9432
Turkish Airlines,Bangkok to Istanbul,0.9717
Turkish Airlines,Bangkok to Istanbul,-0.8292
Turkish Airlines,Bangkok to Istanbul,0.953
Turkish Airlines,Bangkok to Istanbul,0.9973
Qatar Airways,Bangkok to Istanbul via Doha,0.4767
Emirates,Bangkok to Istanbul via Dubai,-0.5219
Emirates,Bangkok to Istanbul via Dubai,-0.8079
Singapore Airlines,Bangkok to Istanbul via Singapore,0.9521
Singapore Airlines,Bangkok to Jakarta via Singapore,0.9528
Qatar Airways,Bangkok to Johannesburg via Doha,0.9937
Emirates,Bangkok to Johannesburg via Dubai,-0.7579
Emirates,Bangkok to Johannesburg via Dubai,0.2023
Emirates,Bangkok to Johannesburg via Dubai,0.836
Qatar Airways,Bangkok to Kuwait via Doha,-0.9038
Qatar Airways,Bangkok to Kuwait via Doha,0.836
Emirates,Bangkok to Lisbon via Dubai,0.9875
EVA Air,Bangkok to London,-0.8776
EVA Air,Bangkok to London,0.9818
EVA Air,Bangkok to London,0.9652
EVA Air,Bangkok to London,0.4588
EVA Air,Bangkok to London,-0.8207
EVA Air,Bangkok to London,0.6951
EVA Air,Bangkok to London,-0.5553
EVA Air,Bangkok to London,-0.9878
EVA Air,Bangkok to London,0.9853
EVA Air,Bangkok to London,0.34
EVA Air,Bangkok to London,0.9947
Emirates,Bangkok to London Gatwick via Dubai,-0.9578
EVA Air,Bangkok to London Heathrow,0.9786
EVA Air,Bangkok to London Heathrow,-0.5714
Air France,Bangkok to London Heathrow via Paris,-0.836
Qatar Airways,Bangkok to London via Doha,0.9546
Qatar Airways,Bangkok to London via Doha,-0.9254
Qatar Airways,Bangkok to London via Doha,0.7227
Qatar Airways,Bangkok to London via Doha,0.6705
Qatar Airways,Bangkok to London via Doha,0.7269
Qatar Airways,Bangkok to London via Doha,0.9143
Emirates,Bangkok to London via Dubai,0.7126
Emirates,Bangkok to London via Dubai,0.9531
Emirates,Bangkok to London via Dubai,-0.2263
Turkish Airlines,Bangkok to London via Istanbul,-0.9259
Turkish Airlines,Bangkok to London via Istanbul,0.705
Air France,Bangkok to London via Paris,-0.7184
Singapore Airlines,Bangkok to Los Angeles,-0.6786
Cathay Pacific Airways,Bangkok to Los Angeles via Hong Kong,-0.6705
All Nippon Airways,Bangkok to Los Angeles via Narita,0.8671
Singapore Airlines,Bangkok to Los Angeles via Singapore,0.9124
Singapore Airlines,Bangkok to Los Angeles via Singapore,0.9609
All Nippon Airways,Bangkok to Los Angeles via Tokyo,0.8846
All Nippon Airways,Bangkok to Los Angeles via Tokyo,0.9606
Japan Airlines,Bangkok to Los Angeles via Tokyo,0.9823
Japan Airlines,Bangkok to Los Angeles via Tokyo,-0.9804
All Nippon Airways,Bangkok to Los Angeles via Tokyo,0.0134
Singapore Airlines,Bangkok to Makassar via Singapore,-0.6908
Emirates,Bangkok to Manchester via Dubai,-0.5218
Emirates,Bangkok to Manchester via Dubai,-0.2006
Emirates,Bangkok to Manchester via Dubai,-0.8607
Emirates,Bangkok to Manchester via Dubai,-0.8179
Turkish Airlines,Bangkok to Manchester via Istanbul,-0.8319
Air France,Bangkok to Manchester via Paris,0.3865
Turkish Airlines,Bangkok to Marrakech via Istanbul,-0.9559
Qatar Airways,Bangkok to Milan via Doha,-0.8271
Qatar Airways,Bangkok to Milan via Doha,0.9769
Qatar Airways,Bangkok to Milan via Doha,-0.0602
Qatar Airways,Bangkok to Milan via Doha,0.8442
Qatar Airways,Bangkok to Munich via Doha,-0.9868
Turkish Airlines,Bangkok to Munich via istanbul,-0.9802
Cathay Pacific Airways,Bangkok to Narita via Hong Kong,0.1027
Cathay Pacific Airways,Bangkok to New York JFK via Hong Kong,0.9973
EVA Air,Bangkok to New York JFK via Taipei,0.9873
Qatar Airways,Bangkok to New York via Doha,0.9734
Emirates,Bangkok to New York via Dubai,0.8338
Cathay Pacific Airways,Bangkok to New York via Hong Kong / Vancouver,0.9844
EVA Air,Bangkok to New York via Taipei,0.9784
Air France,Bangkok to Newcastle via Paris,-0.7351
Qatar Airways,Bangkok to Oslo via Doha,0.9919
Air France,Bangkok to Paris,0.9623
Air France,Bangkok to Paris,0.9876
Air France,Bangkok to Paris,-0.976
Air France,Bangkok to Paris CDG,0.714
Emirates,Bangkok to Paris CDG via Dubai,-0.1875
Qatar Airways,Bangkok to Paris via Doha,0.9821
Qatar Airways,Bangkok to Paris via Doha,-0.7633
Emirates,Bangkok to Paris via Dubai,0.9883
Turkish Airlines,Bangkok to Paris via Istanbul,-0.128
Qatar Airways,Bangkok to Prague via Doha,0.9485
EVA Air,Bangkok to San Francisco SFO via Taipei,0.97
Cathay Pacific Airways,Bangkok to San Francisco via Hong Kong,0.9194
EVA Air,Bangkok to San Francisco via Taipei,0.9744
EVA Air,Bangkok to San Francisco via Taipei,0.9722
All Nippon Airways,Bangkok to San Francisco via Tokyo,-0.6214
Japan Airlines,Bangkok to San Francisco via Tokyo Narita,-0.0008
EVA Air,Bangkok to San Fransisco via Taipei,0.9744
EVA Air,Bangkok to Seattle via Taipei,-0.1779
Korean Air,Bangkok to Seoul,0.8188
Korean Air,Bangkok to Seoul,0.9809
Cathay Pacific Airways,Bangkok to Seoul via Hong Kong,0.5118
Cathay Pacific Airways,Bangkok to Seoul via Hong Kong,0.5106
Cathay Pacific Airways,Bangkok to Seoul via Hong Kong,-0.7139
Singapore Airlines,Bangkok to Seoul via Singapore,-0.0028
Singapore Airlines,Bangkok to Singapore,0.5499
Singapore Airlines,Bangkok to Singapore,-0.4917
Cathay Pacific Airways,Bangkok to Singapore,0.989
Cathay Pacific Airways,Bangkok to Singapore,-0.8655
Cathay Pacific Airways,Bangkok to Singapore,0.431
Singapore Airlines,Bangkok to Singapore,0.969
Cathay Pacific Airways,Bangkok to Singapore,0.1136
Singapore Airlines,Bangkok to Singapore,0.9674
Singapore Airlines,Bangkok to Singapore,-0.5994
Singapore Airlines,Bangkok to Singapore,0.9412
Singapore Airlines,Bangkok to Singapore,0.9556
Cathay Pacific Airways,Bangkok to Singapore,0.9719
Singapore Airlines,Bangkok to Singapore,0.8921
Singapore Airlines,Bangkok to Singapore,0.8805
Singapore Airlines,Bangkok to Singapore,0.5954
Singapore Airlines,Bangkok to Singapore,0.9001
Singapore Airlines,Bangkok to Singapore,0.899
Singapore Airlines,Bangkok to Singapore,0.9371
Singapore Airlines,Bangkok to Singapore,0.8979
Singapore Airlines,Bangkok to Singapore,0.9633
Qatar Airways,Bangkok to Stockholm via Doha,0.891
Qatar Airways,Bangkok to Stockholm via Doha,0.9289
Emirates,Bangkok to Sydney,0.1761
Emirates,Bangkok to Sydney,0.9961
Emirates,Bangkok to Sydney,0.992
Emirates,Bangkok to Sydney,-0.3136
Cathay Pacific Airways,Bangkok to Sydney via Hong Kong,0.6729
Singapore Airlines,Bangkok to Sydney via Singapore,-0.6834
EVA Air,Bangkok to Taipei,0.9492
EVA Air,Bangkok to Taipei,-0.6388
Turkish Airlines,Bangkok to Tirana via Istanbul,0.9332
Japan Airlines,Bangkok to Tokyo,0.991
All Nippon Airways,Bangkok to Tokyo,0.9883
Japan Airlines,Bangkok to Tokyo,0.0772
Japan Airlines,Bangkok to Tokyo,0.9747
All Nippon Airways,Bangkok to Tokyo Haneda,0.8363
Japan Airlines,Bangkok to Tokyo Haneda,0.936
All Nippon Airways,Bangkok to Tokyo Haneda,-0.2604
All Nippon Airways,Bangkok to Tokyo Haneda,0.9975
All Nippon Airways,Bangkok to Tokyo Haneda,0.9918
Japan Airlines,Bangkok to Tokyo Haneda,0.2564
Cathay Pacific Airways,Bangkok to Toronto via Hong Kong,0.9118
Cathay Pacific Airways,Bangkok to Toronto via Hong Kong,0.9315
Cathay Pacific Airways,Bangkok to Toronto via Hong Kong,0.9721
Turkish Airlines,Bangkok to Tunis via Istanbul,0.9787
All Nippon Airways,Bangkok to Vancouver via Haneda,0.9382
Cathay Pacific Airways,Bangkok to Vancouver via Hong Kong,0.8689
Cathay Pacific Airways,Bangkok to Vancouver via Hong Kong,0.9511
Cathay Pacific Airways,Bangkok to Vancouver via Hong Kong,0.9913
Korean Air,Bangkok to Vancouver via Seoul,0.8832
EVA Air,Bangkok to Vancouver via Taipei,0.9339
EVA Air,Bangkok to Vienna,0.8996
Qatar Airways,Bangkok to Vienna via Doha,0.9871
Qatar Airways,Bangkok to Vienna via Doha,0.9226
Qatar Airways,Bangkok to Warsaw via Doha,0.9585
Qatar Airways,Bangkok to Warsaw via Doha,0.9769
Qatar Airways,Bangkok to Warsaw via Doha,0.3998
Emirates,Bangkok to Warsaw via Dubai,-0.9391
Qatar Airways,Bangkok to Washington DC via Doha,0.3818
Qatar Airways,Bangkok to Zagreb via Doha,0.8868
Emirates,Bangkok to Zurich  via Dubai,0.9788
Qatar Airways,Bangkok to Zurich via Doha,0.7742
Qatar Airways,Bangkok to Zurich via Doha,0.9937
Emirates,Bangkok to Zurich via Dubai,0.992
Air France,"Bangkok, to Milan via via Paris",-0.8065
Qatar Airways,Barcelona to Adelaide via Doha,0.9436
Air France,Barcelona to Atlanta via Paris,-0.6265
Turkish Airlines,Barcelona to Bangkok via Istanbul,-0.422
Turkish Airlines,Barcelona to Cairo via Istanbul,-0.9008
Turkish Airlines,Barcelona to Cape Town via Istanbul,-0.9382
Emirates,Barcelona to Dubai,-0.3976
Emirates,Barcelona to Dubai,0.9517
Emirates,Barcelona to Dubai,-0.93
Qatar Airways,Barcelona to Goa via Doha,0.8573
Cathay Pacific Airways,Barcelona to Hong Kong,0.7717
Cathay Pacific Airways,Barcelona to Hong Kong,0.987
Qatar Airways,Barcelona to Hong Kong via Doha,0.9825
Turkish Airlines,Barcelona to Istanbul,0.6597
Emirates,Barcelona to Jakarta via Dubai,-0.9201
Qatar Airways,Barcelona to Kuala Lumpur via Doha,0.9535
Singapore Airlines,Barcelona to Manila via Milan / Singapore,-0.5305
Qatar Airways,Barcelona to Melbourne via Doha,0.9593
Emirates,Barcelona to Melbourne via Dubai,-0.7139
Emirates,Barcelona to Melbourne via Dubai,-0.8221
Singapore Airlines,Barcelona to Melbourne via Singapore,-0.85
Emirates,Barcelona to Mexico city,0.1561
Turkish Airlines,Barcelona to Moscow,0.0384
Qatar Airways,Barcelona to Mumbai via Doha,-0.7003
Air France,Barcelona to Mumbai via Paris,-0.6124
Air France,Barcelona to Paris,0.3221
Air France,Barcelona to Paris,-0.8979
Air France,Barcelona to Paris,-0.7783
Air France,Barcelona to Paris CDG,0.9866
Air France,Barcelona to Prague via Paris,0.9831
Korean Air,Barcelona to Seoul,-0.4888
Turkish Airlines,Barcelona to Singapore via Istanbul,0.8555
Emirates,Barcelona to Sydney via Dubai,-0.7266
Emirates,Barcelona to Sydney via Dubai,-0.7422
Qatar Airways,Barcelona to Tokyo via Doha,0.9732
Turkish Airlines,Basel to Cape Town via Istanbul,0.2732
Air France,Basel to Ho Chi Minh via Amsterdam and Kuala Lumpur,-0.8439
Turkish Airlines,Basel to Johannesburg via Istanbul,-0.1779
Turkish Airlines,Basel to Mauritius via Istanbul,-0.9782
Air France,Basel to Paris CDG,0.6741
Air France,Basel to Seoul via Paris,-0.8459
Air France,Bastia to Paris Orly,-0.8068
Turkish Airlines,Beijing to Athens via Istanbul,0.384
Turkish Airlines,Beijing to Atlanta via Istanbul,0.8126
Cathay Pacific Airways,Beijing to Bangkok via Hong Kong,0.6378
Cathay Pacific Airways,Beijing to Hong Kong,0.9366
Cathay Pacific Airways,Beijing to Hong Kong,0.8886
Cathay Pacific Airways,Beijing to Hong Kong,0.8427
Turkish Airlines,Beijing to Istanbul,-0.8481
Turkish Airlines,Beijing to Istanbul,0.2449
Cathay Pacific Airways,Beijing to London via Hong Kong,-0.3501
Cathay Pacific Airways,Beijing to Sydney via Hong Kong,-0.4019
EVA Air,Beijing to Taipei,-0.8809
Japan Airlines,Beijing to Tokyo,0.9091
All Nippon Airways,Beijing to Tokyo Haneda,0.7179
Korean Air,Beijing to Washington via Seoul,0.9717
Qatar Airways,Beirut to Auckland via Doha,0.9896
Qatar Airways,Beirut to Chicago via Doha,0.9162
Emirates,Beirut to Colombo via Dubai,0.0344
Emirates,Beirut to Dallas Ft Worth via Dubai,-0.7371
Emirates,Beirut to Dallas via Dubai,-0.9465
Qatar Airways,Beirut to Doha,-0.8731
Qatar Airways,Beirut to Doha,0.9295
Qatar Airways,Beirut to Doha,-0.6428
Qatar Airways,Beirut to Doha,-0.967
Emirates,Beirut to Dubai,-0.5719
Emirates,Beirut to Dubai,0.6757
Turkish Airlines,Beirut to Istanbul,0.0516
Turkish Airlines,Beirut to Istanbul via San Francisco,0.8824
Qatar Airways,Beirut to Los Angeles via Doha,0.8439
Qatar Airways,Beirut to Los Angeles via Doha,0.9898
Emirates,Beirut to Manila via Dubai,0.299
Turkish Airlines,Beirut to Miami via Istanbul,0.9218
Emirates,Beirut to New York via Dubai,-0.831
Air France,Beirut to New York via Paris,-0.1485
Air France,Beirut to Paris,-0.9911
Emirates,Beirut to San Francisco via Dubai,-0.8973
Turkish Airlines,Beirut to Sofia via Istanbul,0.1268
Emirates,Beirut to Sydney via Dubai,0.8973
Emirates,Beirut to Sydney via Dubai,0.9534
Qatar Airways,Beirut to Tokyo via Doha,0.9864
Turkish Airlines,Beirut to Vienna via Istanbul,-0.9314
Air France,Beirut to Washington via Paris,-0.9804
Turkish Airlines,Belgrade to Athens via Istanbul,-0.9741
Turkish Airlines,Belgrade to Atlanta via Istanbul,-0.9693
Qatar Airways,Belgrade to Doha,0.9875
Qatar Airways,Belgrade to Doha via Manila,0.3134
Turkish Airlines,Belgrade to Kiev via Istanbul,-0.8979
Turkish Airlines,Belgrade to Munich via Istanbul,-0.9217
Qatar Airways,Belgrade to Phuket via Doha,0.9879
Turkish Airlines,Belgrade to San Francisco via Istanbul,-0.9805
Air France,Belgrade to Seattle via Paris,-0.714
Qatar Airways,Belgrade to Sydney via Doha,0.9831
Emirates,Bengaluru to Amsterdam via Dubai,-0.9649
Singapore Airlines,Bengaluru to Brisbane via Singapore,-0.4194
Emirates,Bengaluru to Dammam via Dubai,0.2357
Air France,Bengaluru to Paris,0.862
Singapore Airlines,Bengaluru to Seattle via Singapore,0.9753
Air France,Bengaluru to Toronto via Paris,-0.5256
Emirates,Bergen to Dubai via Oslo,-0.9628
Qatar Airways,Berlin  to Singapore via Doha,0.6016
Air France,Berlin TXL to Paris CDG,0.9882
Qatar Airways,Berlin Tegel to Auckland via Doha,0.5321
Qatar Airways,Berlin Tegel to Incheon via Doha,0.9652
Turkish Airlines,Berlin to Bangkok via Istanbul,-0.0772
Air France,Berlin to Cancun via Paris,-0.5588
Turkish Airlines,Berlin to Dallas via Istanbul,-0.6428
Turkish Airlines,Berlin to Delhi via Istanbul,-0.4939
Qatar Airways,Berlin to Doha,-0.6705
Qatar Airways,Berlin to Doha,0.2263
Turkish Airlines,Berlin to Dubai via Istanbul,-0.9321
Turkish Airlines,Berlin to Erbil via Istanbul,-0.815
Qatar Airways,Berlin to Hanoi via Doha,0.2216
Turkish Airlines,Berlin to Istanbul,-0.7506
Qatar Airways,Berlin to Kuala Lumpur via Doha,0.9661
Turkish Airlines,Berlin to Kuala Lumpur via Istanbul,-0.9606
Turkish Airlines,Berlin to Manila via Istanbul,-0.5344
Turkish Airlines,Berlin to Manila via Istanbul,0.5348
Air France,Berlin to Seoul via Amsterdam,-0.8586
Turkish Airlines,Berlin to Singapore via Istanbul,0.0644
Turkish Airlines,Berlin to Singapore via Istanbul,0.7128
Turkish Airlines,Berlin to Tel Aviv via Istanbul,0.6756
Turkish Airlines,Billund to Bangkok via Istanbul,-0.4939
Turkish Airlines,Billund to Delhi via Istanbul,-0.8851
Turkish Airlines,Billund to Van via Istanbul,-0.659
Qatar Airways,Birmingham to Amritsar via Doha,0.7539
Emirates,Birmingham to Auckland via Dubai,0.9633
Emirates,Birmingham to Bali via Dubai,0.7512
Qatar Airways,Birmingham to Bangkok via Doha,0.9935
Qatar Airways,Birmingham to Bangkok via Doha,0.9847
Emirates,Birmingham to Bangkok via Dubai,-0.7547
Emirates,Birmingham to Bangkok via Dubai,0.9613
Emirates,Birmingham to Bangkok via Dubai,-0.9798
Air France,Birmingham to Budapest via Paris,-0.6908
Qatar Airways,Birmingham to Cape Town via Doha,0.9788
Emirates,Birmingham to Cape Town via Dubai,-0.84
Emirates,Birmingham to Colombo via Dubai,0.806
Emirates,Birmingham to Delhi via Dubai,-0.4019
Emirates,Birmingham to Delhi via Dubai,0.3761
Turkish Airlines,Birmingham to Delhi via Istanbul,-0.8467
